660,659,2002-01-06
662,661,2004-01-06
664,663,2006-01-05
666,665,1990-01-09
668,667,1992-01-09
670,669,1994-01-08
672,671,1996-01-08
674,673,1998-01-07
676,675,2000-01-07
678,677,2002-01-06
680,679,2004-01-06
682,681,2006-01-05
684,683,1990-01-09
686,685,1992-01-09
688,687,1994-01-08
690,689,1996-01-08
692,691,1998-01-07
694,693,2000-01-07
696,695,2002-01-06
698,697,2004-01-06
700,699,2006-01-05
702,701,1990-01-09
704,703,1992-01-09
706,705,1994-01-08
708,707,1996-01-08
710,709,1998-01-07
712,711,2000-01-07
714,713,2002-01-06
716,715,2004-01-06
718,717,2006-01-05
720,719,1990-01-09
722,721,1992-01-09
724,723,1994-01-08
726,725,1996-01-08
728,727,1998-01-07
730,729,2000-01-07
732,731,2002-01-06
734,733,2004-01-06
736,735,2006-01-05
738,737,1990-01-09
740,739,1992-01-09
742,741,1994-01-08
744,743,1996-01-08
746,745,1998-01-07
748,747,2000-01-07
750,749,2002-01-06
752,751,2004-01-06
754,753,2006-01-05
756,755,1990-01-09
758,757,1992-01-09
760,759,1994-01-08
762,761,1996-01-08
764,763,1998-01-07
766,765,2000-01-07
768,767,2002-01-06
770,769,2004-01-06
772,771,2006-01-05
774,773,1990-01-09
776,775,1992-01-09
778,777,1994-01-08
780,779,1996-01-08
782,781,1998-01-07
784,783,2000-01-07
786,785,2002-01-06
788,787,2004-01-06
790,789,2006-01-05
792,791,1990-01-09
794,793,1992-01-09
796,795,1994-01-08
798,797,1996-01-08
800,799,1998-01-07
802,801,2000-01-07
804,803,2002-01-06
806,805,2004-01-06
808,807,2006-01-05
810,809,1990-01-09
812,811,1992-01-09
814,813,1994-01-08
816,815,1996-01-08
818,817,1998-01-07
820,819,2000-01-07
822,821,2002-01-06
824,823,2004-01-06
826,825,2006-01-05
828,827,1990-01-09
830,829,1992-01-09
832,831,1994-01-08
834,833,1996-01-08
836,835,1998-01-07
838,837,2000-01-07
840,839,2002-01-06
842,841,2004-01-06
844,843,2006-01-05
846,845,1990-01-09
848,847,1992-01-09
850,849,1994-01-08
852,851,1996-01-08
854,853,1998-01-07
856,855,2000-01-07
858,857,2002-01-06
860,859,2004-01-06
862,861,2006-01-05
864,863,1990-01-09
866,865,1992-01-09
868,867,1994-01-08
870,869,1996-01-08
872,871,1998-01-07
874,873,2000-01-07
876,875,2002-01-06
878,877,2004-01-06
880,879,2006-01-05
882,881,1990-01-09
884,883,1992-01-09
886,885,1994-01-08
888,887,1996-01-08
890,889,1998-01-07
892,891,2000-01-07
894,893,2002-01-06
896,895,2004-01-06
898,897,2006-01-05
900,899,1990-01-09
902,901,1992-01-09
904,903,1994-01-08
906,905,1996-01-08
908,907,1998-01-07
910,909,2000-01-07
912,911,2002-01-06
914,913,2004-01-06
916,915,2006-01-05
918,917,1990-01-09
920,919,1992-01-09
922,921,1994-01-08
924,923,1996-01-08
926,925,1998-01-07
928,927,2000-01-07
930,929,2002-01-06
932,931,2004-01-06
934,933,2006-01-05
936,935,1990-01-09
938,937,1992-01-09
940,939,1994-01-08
942,941,1996-01-08
944,943,1998-01-07
946,945,2000-01-07
948,947,2002-01-06
950,949,2004-01-06
952,951,2006-01-05
954,953,1990-01-09
956,955,1992-01-09
958,957,1994-01-08
960,959,1996-01-08
962,961,1998-01-07
964,963,2000-01-07
966,965,2002-01-06
968,967,2004-01-06
970,969,2006-01-05
972,971,1990-01-09
974,973,1992-01-09
976,975,1994-01-08
978,977,1996-01-08
980,979,1998-01-07
982,981,2000-01-07
984,983,2002-01-06
986,985,2004-01-06
988,987,2006-01-05
990,989,1990-01-09
992,991,1992-01-09
994,993,1994-01-08
996,995,1996-01-08
998,997,1998-01-07
1000,999,2000-01-07
1002,1001,2002-01-06
1004,1003,2004-01-06
1006,1005,2006-01-05
1008,1007,1990-01-09
1010,1009,1992-01-09
1012,1011,1994-01-08
1014,1013,1996-01-08
1016,1015,1998-01-07
1018,1017,2000-01-07
1020,1019,2002-01-06
1022,1021,2004-01-06
1024,1023,2006-01-05
1026,1025,1990-01-09
1028,1027,1992-01-09
1030,1029,1994-01-08
1032,1031,1996-01-08
1034,1033,1998-01-07
1036,1035,2000-01-07
1038,1037,2002-01-06
1040,1039,2004-01-06
1042,1041,2006-01-05
1044,1043,1990-01-09
1046,1045,1992-01-09
1048,1047,1994-01-08
1050,1049,1996-01-08
1052,1051,1998-01-07
1054,1053,2000-01-07
1056,1055,2002-01-06
1058,1057,2004-01-06
1060,1059,2006-01-05
1062,1061,1990-01-09
1064,1063,1992-01-09
1066,1065,1994-01-08
1068,1067,1996-01-08
1070,1069,1998-01-07
1072,1071,2000-01-07
1074,1073,2002-01-06
1076,1075,2004-01-06
1078,1077,2006-01-05
1080,1079,1990-01-09
1082,1081,1992-01-09
1084,1083,1994-01-08
1086,1085,1996-01-08
1088,1087,1998-01-07
1090,1089,2000-01-07
1092,1091,2002-01-06
1094,1093,2004-01-06
1096,1095,2006-01-05
1098,1097,1990-01-09
1100,1099,1992-01-09
1102,1101,1994-01-08
1104,1103,1996-01-08
1106,1105,1998-01-07
1108,1107,2000-01-07
1110,1109,2002-01-06
1112,1111,2004-01-06
1114,1113,2006-01-05
1116,1115,1990-01-09
1118,1117,1992-01-09
1120,1119,1994-01-08
1122,1121,1996-01-08
1124,1123,1998-01-07
1126,1125,2000-01-07
1128,1127,2002-01-06
1130,1129,2004-01-06
1132,1131,2006-01-05
1134,1133,1990-01-09
1136,1135,1992-01-09
1138,1137,1994-01-08
1140,1139,1996-01-08
1142,1141,1998-01-07
1144,1143,2000-01-07
1146,1145,2002-01-06
1148,1147,2004-01-06
1150,1149,2006-01-05
1152,1151,1990-01-09
1154,1153,1992-01-09
1156,1155,1994-01-08
1158,1157,1996-01-08
1160,1159,1998-01-07
1162,1161,2000-01-07
1164,1163,2002-01-06
1166,1165,2004-01-06
1168,1167,2006-01-05
1170,1169,1990-01-09
1172,1171,1992-01-09
1174,1173,1994-01-08
1176,1175,1996-01-08
1178,1177,1998-01-07
1180,1179,2000-01-07
1182,1181,2002-01-06
1184,1183,2004-01-06
1186,1185,2006-01-05
1188,1187,1990-01-09
1190,1189,1992-01-09
1192,1191,1994-01-08
1194,1193,1996-01-08
1196,1195,1998-01-07
1198,1197,2000-01-07
1200,1199,2002-01-06
1202,1201,2004-01-06
1204,1203,2006-01-05
1206,1205,1990-01-09
1208,1207,1992-01-09
1210,1209,1994-01-08
1212,1211,1996-01-08
1214,1213,1998-01-07
1216,1215,2000-01-07
1218,1217,2002-01-06
1220,1219,2004-01-06
1222,1221,2006-01-05
1224,1223,1990-01-09
1226,1225,1992-01-09
1228,1227,1994-01-08
1230,1229,1996-01-08
1232,1231,1998-01-07
1234,1233,2000-01-07
1236,1235,2002-01-06
1238,1237,2004-01-06
1240,1239,2006-01-05
1242,1241,1990-01-09
1244,1243,1992-01-09
1246,1245,1994-01-08
1248,1247,1996-01-08
1250,1249,1998-01-07
1252,1251,2000-01-07
1254,1253,2002-01-06
1256,1255,2004-01-06
1258,1257,2006-01-05
1260,1259,1990-01-09
1262,1261,1992-01-09
1264,1263,1994-01-08
1266,1265,1996-01-08
1268,1267,1998-01-07
1270,1269,2000-01-07
1272,1271,2002-01-06
1274,1273,2004-01-06
1276,1275,2006-01-05
1278,1277,1990-01-09
1280,1279,1992-01-09
1282,1281,1994-01-08
1284,1283,1996-01-08
1286,1285,1998-01-07
1288,1287,2000-01-07
1290,1289,2002-01-06
1292,1291,2004-01-06
1294,1293,2006-01-05
1296,1295,1990-01-09
1298,1297,1992-01-09
1300,1299,1994-01-08
1302,1301,1996-01-08
1304,1303,1998-01-07
1306,1305,2000-01-07
1308,1307,2002-01-06
1310,1309,2004-01-06
1312,1311,2006-01-05
1314,1313,1990-01-09
1316,1315,1992-01-09
1318,1317,1994-01-08
1320,1319,1996-01-08
1322,1321,1998-01-07
1324,1323,2000-01-07
1326,1325,2002-01-06
1328,1327,2004-01-06
1330,1329,2006-01-05
1332,1331,1990-01-09
1334,1333,1992-01-09
1336,1335,1994-01-08
1338,1337,1996-01-08
1340,1339,1998-01-07
1342,1341,2000-01-07
1344,1343,2002-01-06
1346,1345,2004-01-06
1348,1347,2006-01-05
1350,1349,1990-01-09
1352,1351,1992-01-09
1354,1353,1994-01-08
1356,1355,1996-01-08
1358,1357,1998-01-07
1360,1359,2000-01-07
1362,1361,2002-01-06
1364,1363,2004-01-06
1366,1365,2006-01-05
1368,1367,1990-01-09
1370,1369,1992-01-09
1372,1371,1994-01-08
1374,1373,1996-01-08
1376,1375,1998-01-07
1378,1377,2000-01-07
1380,1379,2002-01-06
1382,1381,2004-01-06
1384,1383,2006-01-05
1386,1385,1990-01-09
1388,1387,1992-01-09
1390,1389,1994-01-08
1392,1391,1996-01-08
1394,1393,1998-01-07
1396,1395,2000-01-07
1398,1397,2002-01-06
1400,1399,2004-01-06
1402,1401,2006-01-05
1404,1403,1990-01-09
1406,1405,1992-01-09
1408,1407,1994-01-08
1410,1409,1996-01-08
1412,1411,1998-01-07
1414,1413,2000-01-07
1416,1415,2002-01-06
1418,1417,2004-01-06
1420,1419,2006-01-05
1422,1421,1990-01-09
1424,1423,1992-01-09
1426,1425,1994-01-08
1428,1427,1996-01-08
1430,1429,1998-01-07
1432,1431,2000-01-07
1434,1433,2002-01-06
1436,1435,2004-01-06
1438,1437,2006-01-05
1440,1439,1990-01-09
1442,1441,1992-01-09
1444,1443,1994-01-08
1446,1445,1996-01-08
1448,1447,1998-01-07
1450,1449,2000-01-07
1452,1451,2002-01-06
1454,1453,2004-01-06
1456,1455,2006-01-05
1458,1457,1990-01-09
1460,1459,1992-01-09
1462,1461,1994-01-08
1464,1463,1996-01-08
1466,1465,1998-01-07
1468,1467,2000-01-07
1470,1469,2002-01-06
1472,1471,2004-01-06
1474,1473,2006-01-05
1476,1475,1990-01-09
1478,1477,1992-01-09
1480,1479,1994-01-08
1482,1481,1996-01-08
1484,1483,1998-01-07
1486,1485,2000-01-07
1488,1487,2002-01-06
1490,1489,2004-01-06
1492,1491,2006-01-05
1494,1493,1990-01-09
1496,1495,1992-01-09
1498,1497,1994-01-08
1500,1499,1996-01-08
1502,1501,1998-01-07
1504,1503,2000-01-07
1506,1505,2002-01-06
1508,1507,2004-01-06
1510,1509,2006-01-05
1512,1511,1990-01-09
1514,1513,1992-01-09
1516,1515,1994-01-08
1518,1517,1996-01-08
1520,1519,1998-01-07
1522,1521,2000-01-07
1524,1523,2002-01-06
1526,1525,2004-01-06
1528,1527,2006-01-05
1530,1529,1990-01-09
1532,1531,1992-01-09
1534,1533,1994-01-08
1536,1535,1996-01-08
1538,1537,1998-01-07
1540,1539,2000-01-07
1542,1541,2002-01-06
1544,1543,2004-01-06
1546,1545,2006-01-05
1548,1547,1990-01-09
1550,1549,1992-01-09
1552,1551,1994-01-08
1554,1553,1996-01-08
1556,1555,1998-01-07
1558,1557,2000-01-07
1560,1559,2002-01-06
1562,1561,2004-01-06
1564,1563,2006-01-05
1566,1565,1990-01-09
1568,1567,1992-01-09
1570,1569,1994-01-08
1572,1571,1996-01-08
1574,1573,1998-01-07
1576,1575,2000-01-07
1578,1577,2002-01-06
1580,1579,2004-01-06
1582,1581,2006-01-05
1584,1583,1990-01-09
1586,1585,1992-01-09
1588,1587,1994-01-08
1590,1589,1996-01-08
1592,1591,1998-01-07
1594,1593,2000-01-07
1596,1595,2002-01-06
1598,1597,2004-01-06
1600,1599,2006-01-05
1602,1601,1990-01-09
1604,1603,1992-01-09
1606,1605,1994-01-08
1608,1607,1996-01-08
1610,1609,1998-01-07
1612,1611,2000-01-07
1614,1613,2002-01-06
1616,1615,2004-01-06
1618,1617,2006-01-05
1620,1619,1990-01-09
1622,1621,1992-01-09
1624,1623,1994-01-08
1626,1625,1996-01-08
1628,1627,1998-01-07
1630,1629,2000-01-07
1632,1631,2002-01-06
1634,1633,2004-01-06
1636,1635,2006-01-05
1638,1637,1990-01-09
1640,1639,1992-01-09
1642,1641,1994-01-08
1644,1643,1996-01-08
1646,1645,1998-01-07
1648,1647,2000-01-07
1650,1649,2002-01-06
1652,1651,2004-01-06
1654,1653,2006-01-05
1656,1655,1990-01-09
1658,1657,1992-01-09
1660,1659,1994-01-08
1662,1661,1996-01-08
1664,1663,1998-01-07
1666,1665,2000-01-07
1668,1667,2002-01-06
1670,1669,2004-01-06
1672,1671,2006-01-05
1674,1673,1990-01-09
1676,1675,1992-01-09
1678,1677,1994-01-08
1680,1679,1996-01-08
1682,1681,1998-01-07
1684,1683,2000-01-07
1686,1685,2002-01-06
1688,1687,2004-01-06
1690,1689,2006-01-05
1692,1691,1990-01-09
1694,1693,1992-01-09
1696,1695,1994-01-08
1698,1697,1996-01-08
1700,1699,1998-01-07
1702,1701,2000-01-07
1704,1703,2002-01-06
1706,1705,2004-01-06
1708,1707,2006-01-05
1710,1709,1990-01-09
1712,1711,1992-01-09
1714,1713,1994-01-08
1716,1715,1996-01-08
1718,1717,1998-01-07
1720,1719,2000-01-07
1722,1721,2002-01-06
1724,1723,2004-01-06
1726,1725,2006-01-05
1728,1727,1990-01-09
1730,1729,1992-01-09
1732,1731,1994-01-08
1734,1733,1996-01-08
1736,1735,1998-01-07
1738,1737,2000-01-07
1740,1739,2002-01-06
1742,1741,2004-01-06
1744,1743,2006-01-05
1746,1745,1990-01-09
1748,1747,1992-01-09
1750,1749,1994-01-08
1752,1751,1996-01-08
1754,1753,1998-01-07
1756,1755,2000-01-07
1758,1757,2002-01-06
1760,1759,2004-01-06
1762,1761,2006-01-05
1764,1763,1990-01-09
1766,1765,1992-01-09
1768,1767,1994-01-08
1770,1769,1996-01-08
1772,1771,1998-01-07
1774,1773,2000-01-07
1776,1775,2002-01-06
1778,1777,2004-01-06
1780,1779,2006-01-05
1782,1781,1990-01-09
1784,1783,1992-01-09
1786,1785,1994-01-08
1788,1787,1996-01-08
1790,1789,1998-01-07
1792,1791,2000-01-07
1794,1793,2002-01-06
1796,1795,2004-01-06
1798,1797,2006-01-05
1800,1799,1990-01-09
1802,1801,1992-01-09
1804,1803,1994-01-08
1806,1805,1996-01-08
1808,1807,1998-01-07
1810,1809,2000-01-07
1812,1811,2002-01-06
1814,1813,2004-01-06
1816,1815,2006-01-05
1818,1817,1990-01-09
1820,1819,1992-01-09
1822,1821,1994-01-08
1824,1823,1996-01-08
1826,1825,1998-01-07
1828,1827,2000-01-07
1830,1829,2002-01-06
1832,1831,2004-01-06
1834,1833,2006-01-05
1836,1835,1990-01-09
1838,1837,1992-01-09
1840,1839,1994-01-08
1842,1841,1996-01-08
1844,1843,1998-01-07
1846,1845,2000-01-07
1848,1847,2002-01-06
1850,1849,2004-01-06
1852,1851,2006-01-05
1854,1853,1990-01-09
1856,1855,1992-01-09
1858,1857,1994-01-08
1860,1859,1996-01-08
1862,1861,1998-01-07
1864,1863,2000-01-07
1866,1865,2002-01-06
1868,1867,2004-01-06
1870,1869,2006-01-05
1872,1871,1990-01-09
1874,1873,1992-01-09
1876,1875,1994-01-08
1878,1877,1996-01-08
1880,1879,1998-01-07
1882,1881,2000-01-07
1884,1883,2002-01-06
1886,1885,2004-01-06
1888,1887,2006-01-05
1890,1889,1990-01-09
1892,1891,1992-01-09
1894,1893,1994-01-08
1896,1895,1996-01-08
1898,1897,1998-01-07
1900,1899,2000-01-07
1902,1901,2002-01-06
1904,1903,2004-01-06
1906,1905,2006-01-05
1908,1907,1990-01-09
1910,1909,1992-01-09
1912,1911,1994-01-08
1914,1913,1996-01-08
1916,1915,1998-01-07
1918,1917,2000-01-07
1920,1919,2002-01-06
1922,1921,2004-01-06
1924,1923,2006-01-05
1926,1925,1990-01-09
1928,1927,1992-01-09
1930,1929,1994-01-08
1932,1931,1996-01-08
1934,1933,1998-01-07
1936,1935,2000-01-07
1938,1937,2002-01-06
1940,1939,2004-01-06
1942,1941,2006-01-05
1944,1943,1990-01-09
1946,1945,1992-01-09
1948,1947,1994-01-08
1950,1949,1996-01-08
1952,1951,1998-01-07
1954,1953,2000-01-07
1956,1955,2002-01-06
1958,1957,2004-01-06
1960,1959,2006-01-05
1962,1961,1990-01-09
1964,1963,1992-01-09
1966,1965,1994-01-08
1968,1967,1996-01-08
1970,1969,1998-01-07
1972,1971,2000-01-07
1974,1973,2002-01-06
1976,1975,2004-01-06
1978,1977,2006-01-05
1980,1979,1990-01-09
1982,1981,1992-01-09
1984,1983,1994-01-08
1986,1985,1996-01-08
1988,1987,1998-01-07
1990,1989,2000-01-07
1992,1991,2002-01-06
1994,1993,2004-01-06
1996,1995,2006-01-05
1998,1997,1990-01-09
2000,1999,1992-01-09
2002,2001,1994-01-08
2004,2003,1996-01-08
2006,2005,1998-01-07
2008,2007,2000-01-07
2010,2009,2002-01-06
2012,2011,2004-01-06
2014,2013,2006-01-05
2016,2015,1990-01-09
2018,2017,1992-01-09
2020,2019,1994-01-08
2022,2021,1996-01-08
2024,2023,1998-01-07
2026,2025,2000-01-07
2028,2027,2002-01-06
2030,2029,2004-01-06
2032,2031,2006-01-05
2034,2033,1990-01-09
2036,2035,1992-01-09
2038,2037,1994-01-08
2040,2039,1996-01-08
2042,2041,1998-01-07
2044,2043,2000-01-07
2046,2045,2002-01-06
2048,2047,2004-01-06
2050,2049,2006-01-05
2052,2051,1990-01-09
2054,2053,1992-01-09
2056,2055,1994-01-08
2058,2057,1996-01-08
2060,2059,1998-01-07
2062,2061,2000-01-07
2064,2063,2002-01-06
2066,2065,2004-01-06
2068,2067,2006-01-05
2070,2069,1990-01-09
2072,2071,1992-01-09
2074,2073,1994-01-08
2076,2075,1996-01-08
2078,2077,1998-01-07
2080,2079,2000-01-07
2082,2081,2002-01-06
2084,2083,2004-01-06
2086,2085,2006-01-05
2088,2087,1990-01-09
2090,2089,1992-01-09
2092,2091,1994-01-08
2094,2093,1996-01-08
2096,2095,1998-01-07
2098,2097,2000-01-07
2100,2099,2002-01-06
2102,2101,2004-01-06
2104,2103,2006-01-05
2106,2105,1990-01-09
2108,2107,1992-01-09
2110,2109,1994-01-08
2112,2111,1996-01-08
2114,2113,1998-01-07
2116,2115,2000-01-07
2118,2117,2002-01-06
2120,2119,2004-01-06
2122,2121,2006-01-05
2124,2123,1990-01-09
2126,2125,1992-01-09
2128,2127,1994-01-08
2130,2129,1996-01-08
2132,2131,1998-01-07
2134,2133,2000-01-07
2136,2135,2002-01-06
2138,2137,2004-01-06
2140,2139,2006-01-05
2142,2141,1990-01-09
2144,2143,1992-01-09
2146,2145,1994-01-08
2148,2147,1996-01-08
2150,2149,1998-01-07
2152,2151,2000-01-07
2154,2153,2002-01-06
2156,2155,2004-01-06
2158,2157,2006-01-05
2160,2159,1990-01-09
2162,2161,1992-01-09
2164,2163,1994-01-08
2166,2165,1996-01-08
2168,2167,1998-01-07
2170,2169,2000-01-07
2172,2171,2002-01-06
2174,2173,2004-01-06
2176,2175,2006-01-05
2178,2177,1990-01-09
2180,2179,1992-01-09
2182,2181,1994-01-08
2184,2183,1996-01-08
2186,2185,1998-01-07
2188,2187,2000-01-07
2190,2189,2002-01-06
2192,2191,2004-01-06
2194,2193,2006-01-05
2196,2195,1990-01-09
2198,2197,1992-01-09
2200,2199,1994-01-08
2202,2201,1996-01-08
2204,2203,1998-01-07
2206,2205,2000-01-07
2208,2207,2002-01-06
2210,2209,2004-01-06
2212,2211,2006-01-05
2214,2213,1990-01-09
2216,2215,1992-01-09
2218,2217,1994-01-08
2220,2219,1996-01-08
2222,2221,1998-01-07
2224,2223,2000-01-07
2226,2225,2002-01-06
2228,2227,2004-01-06
2230,2229,2006-01-05
2232,2231,1990-01-09
2234,2233,1992-01-09
2236,2235,1994-01-08
2238,2237,1996-01-08
2240,2239,1998-01-07
2242,2241,2000-01-07
2244,2243,2002-01-06
2246,2245,2004-01-06
2248,2247,2006-01-05
2250,2249,1990-01-09
2252,2251,1992-01-09
2254,2253,1994-01-08
2256,2255,1996-01-08
2258,2257,1998-01-07
2260,2259,2000-01-07
2262,2261,2002-01-06
2264,2263,2004-01-06
2266,2265,2006-01-05
2268,2267,1990-01-09
2270,2269,1992-01-09
2272,2271,1994-01-08
2274,2273,1996-01-08
2276,2275,1998-01-07
2278,2277,2000-01-07
2280,2279,2002-01-06
2282,2281,2004-01-06
2284,2283,2006-01-05
2286,2285,1990-01-09
2288,2287,1992-01-09
2290,2289,1994-01-08
2292,2291,1996-01-08
2294,2293,1998-01-07
2296,2295,2000-01-07
2298,2297,2002-01-06
2300,2299,2004-01-06
2302,2301,2006-01-05
2304,2303,1990-01-09
2306,2305,1992-01-09
